transaction_id,amount,hour,day_of_week,merchant_category,distance_from_home_km,transactions_last_1hr,is_international,card_age_months,is_fraud
TXN112585,1492.2,13,Tue,utilities,20.24,0,0,43,0
TXN112586,994.52,18,Mon,online_shopping,2.99,0,0,90,0
TXN112587,1347.73,15,Mon,online_shopping,13.15,0,0,60,0
TXN112588,1710.36,15,Sat,travel,0.75,1,0,27,0
TXN112589,1773.91,23,Mon,atm,318.53,6,0,16,1
TXN112590,860.89,20,Tue,online_shopping,8.14,0,0,83,0
TXN112591,429.15,10,Sat,travel,17.34,1,0,31,0
TXN112592,1654.21,9,Thu,grocery,9.11,0,0,49,0
TXN112593,882.87,10,Tue,online_shopping,7.23,0,0,116,0
TXN112594,1615.93,20,Fri,utilities,6.15,0,0,46,0
TXN112595,546.63,9,Sun,online_shopping,3.38,0,0,44,0
TXN112596,1220.46,10,Sat,online_shopping,0.67,0,0,111,0
TXN112597,1652.13,13,Wed,fuel,5.95,0,0,40,0
TXN112598,1185.61,11,Sun,online_shopping,4.95,0,0,66,0
TXN112599,6614.5,16,Sat,grocery,37.51,0,0,19,0
TXN112600,1647.87,11,Wed,utilities,6.54,0,0,74,0
TXN112601,816.19,12,Tue,grocery,3.52,0,0,102,0
TXN112602,555.7,15,Mon,utilities,18.31,0,0,51,0
TXN112603,974.71,19,Sat,fuel,0.47,0,1,70,0
TXN112604,3634.53,16,Fri,grocery,6.64,0,0,118,0
TXN112605,745.18,11,Thu,online_shopping,10.41,1,0,27,0
TXN112606,2591.43,21,Thu,travel,2.66,1,0,116,0
TXN112607,1985.14,14,Fri,online_shopping,6.07,1,0,67,0
TXN112608,1626.34,14,Tue,online_shopping,15.53,0,0,29,0
TXN112609,370.36,9,Sun,restaurant,33.48,2,0,119,0
TXN112610,719.55,14,Thu,online_shopping,1.36,1,0,118,0
TXN112611,5257.4,12,Tue,travel,1.69,0,0,107,0
TXN112612,1281.73,17,Tue,healthcare,21.32,1,0,71,0
TXN112613,1542.59,10,Tue,utilities,2.25,0,0,65,0
TXN112614,2568.79,19,Thu,grocery,15.28,0,0,40,0
TXN112615,3162.81,14,Fri,online_shopping,4.95,1,0,104,0
TXN112616,1413.26,15,Tue,utilities,19.39,0,0,29,0
TXN112617,706.94,14,Tue,online_shopping,0.46,0,0,29,0
TXN112618,1794.18,14,Wed,fuel,3.07,2,0,40,0
TXN112619,1422.14,13,Thu,online_shopping,13.97,0,0,34,0
TXN112620,2092.11,14,Wed,utilities,11.33,0,0,61,0
TXN112621,2900.43,12,Sat,online_shopping,2.77,2,0,69,0
TXN112622,945.6,11,Sun,online_shopping,12.79,0,0,111,0
TXN112623,452.59,12,Sat,restaurant,2.03,0,0,30,0
TXN112624,752.54,19,Sun,utilities,3.97,0,0,79,0
TXN112625,1071.9,14,Mon,grocery,3.93,0,0,23,0
TXN112626,1054.19,18,Tue,online_shopping,10.85,0,0,17,0
TXN112627,1040.37,15,Thu,healthcare,10.54,3,0,22,0
TXN112628,3277.94,15,Fri,online_shopping,4.32,1,0,30,0
TXN112629,2404.93,17,Fri,grocery,4.42,2,0,23,0
TXN112630,1252.91,12,Mon,healthcare,0.91,0,0,101,0
TXN112631,527.39,9,Wed,atm,2.29,0,0,62,0
TXN112632,584.05,12,Tue,restaurant,30.07,0,0,111,0
TXN112633,1466.98,18,Mon,travel,8.49,1,0,28,0
TXN112634,10737.65,21,Sun,atm,21.41,0,0,86,0
TXN112635,1816.3,11,Sat,grocery,6.52,0,0,107,0
TXN112636,3041.17,21,Tue,restaurant,1.76,0,0,94,0
TXN112637,336.55,16,Tue,fuel,6.18,0,0,95,0
TXN112638,2927.78,19,Tue,healthcare,19.92,1,0,96,0
TXN112639,4046.13,13,Sat,grocery,5.23,0,0,7,0
TXN112640,2845.49,18,Sun,atm,8.99,0,0,31,0
TXN112641,535.32,16,Wed,utilities,10.29,1,0,58,0
TXN112642,4628.39,8,Tue,travel,6.36,0,0,84,0
TXN112643,966.36,9,Wed,restaurant,5.45,1,0,66,0
TXN112644,1335.9,20,Tue,healthcare,8.61,0,0,12,0
TXN112645,1669.53,10,Sun,grocery,2.64,0,0,105,0
TXN112646,1522.21,16,Tue,utilities,2.27,0,0,11,0
TXN112647,980.95,18,Sun,healthcare,0.12,0,0,76,0
TXN112648,1667.13,15,Mon,online_shopping,29.84,0,0,36,0
TXN112649,1212.65,17,Tue,atm,0.17,0,0,59,0
TXN112650,443.66,14,Thu,online_shopping,5.09,1,0,18,0
TXN112651,1183.23,14,Thu,grocery,9.49,1,0,9,0
TXN112652,601.34,11,Sun,atm,3.42,0,0,37,0
TXN112653,1887.72,9,Sun,utilities,3.2,1,0,64,0
TXN112654,2471.69,13,Sun,online_shopping,2.27,0,0,74,0
TXN112655,3743.15,11,Sat,online_shopping,1.53,0,0,53,0
TXN112656,1056.21,21,Sun,online_shopping,16.47,0,0,91,0
TXN112657,544.03,16,Wed,online_shopping,6.97,0,0,19,0
TXN112658,786.4,20,Tue,restaurant,0.34,0,0,49,0
TXN112659,1479.85,9,Wed,utilities,6.12,0,0,111,0
TXN112660,793.27,21,Thu,restaurant,10.71,0,0,60,0
TXN112661,2261.77,8,Thu,grocery,21.63,0,0,103,0
TXN112662,1024.26,19,Thu,restaurant,19.01,0,0,83,0
TXN112663,558.87,19,Mon,restaurant,7.42,0,0,116,0
TXN112664,1705.37,20,Sun,online_shopping,10.75,0,0,14,0
TXN112665,607.84,16,Mon,online_shopping,8.51,3,0,35,0
TXN112666,792.35,20,Sat,grocery,3.34,0,0,62,0
TXN112667,519.49,15,Sun,utilities,7.7,0,0,27,0
TXN112668,1275.28,9,Thu,healthcare,5.69,0,0,22,0
TXN112669,3724.47,9,Fri,fuel,8.13,1,0,27,0
TXN112670,2553.19,21,Thu,grocery,5.11,0,0,18,0
TXN112671,1540.83,12,Tue,grocery,5.58,1,0,30,0
TXN112672,1560.94,17,Tue,utilities,3.85,0,0,25,0
TXN112673,1602.4,20,Sun,fuel,3.58,0,0,45,0
TXN112674,2659.76,12,Mon,travel,22.28,1,0,99,0
TXN112675,1632.49,13,Tue,restaurant,0.29,0,0,90,0
TXN112676,648.99,15,Mon,travel,2.43,0,0,59,0
TXN112677,2498.68,10,Wed,grocery,0.63,0,0,36,0
TXN112678,2213.1,20,Fri,travel,26.68,1,0,34,0
TXN112679,641.06,8,Tue,grocery,6.22,1,0,44,0
TXN112680,1069.34,9,Mon,grocery,38.65,0,0,77,0
TXN112681,1064.69,9,Fri,travel,6.9,0,0,89,0
TXN112682,1019.62,18,Sun,atm,13.94,1,0,113,0
TXN112683,1795.44,20,Tue,healthcare,11.46,0,0,75,0
TXN112684,4117.91,12,Wed,restaurant,4.73,0,0,49,0
TXN112685,1457.4,12,Wed,fuel,8.6,1,0,29,0
TXN112686,1145.21,13,Sat,restaurant,10.23,1,0,9,0
TXN112687,569.56,8,Fri,grocery,11.62,1,0,55,0
TXN112688,1360.88,17,Thu,atm,12.11,0,0,31,0
TXN112689,858.69,15,Tue,fuel,2.35,1,0,37,0
TXN112690,445.61,19,Tue,utilities,1.06,0,0,44,0
TXN112691,2850.4,19,Mon,grocery,0.02,0,0,94,0
TXN112692,3106.81,21,Mon,travel,2.91,0,0,71,0
TXN112693,1358.11,20,Thu,grocery,16.17,1,0,94,0
TXN112694,1369.99,20,Thu,online_shopping,7.53,0,0,18,0
TXN112695,1710.56,19,Tue,fuel,6.89,2,0,44,0
TXN112696,2005.92,18,Mon,grocery,15.85,0,0,14,0
TXN112697,1715.94,16,Tue,healthcare,5.46,1,0,86,0
TXN112698,761.54,23,Sat,travel,469.09,8,1,12,1
TXN112699,560.14,8,Fri,utilities,2.5,0,0,111,0
TXN112700,752.36,18,Sun,utilities,17.96,0,0,38,0
TXN112701,1759.32,12,Tue,fuel,10.52,0,0,57,0
TXN112702,672.9,9,Sat,atm,3.52,3,0,76,0
TXN112703,622.81,10,Thu,restaurant,5.36,0,0,31,0
TXN112704,1779.9,11,Fri,grocery,24.45,1,0,116,0
TXN112705,606.17,11,Thu,grocery,3.79,0,0,84,0
TXN112706,2161.08,20,Thu,grocery,5.82,0,0,98,0
TXN112707,840.24,20,Mon,fuel,1.69,1,0,21,0
TXN112708,1705.42,16,Sun,atm,4.95,1,0,104,0
TXN112709,974.41,15,Tue,grocery,2.8,1,0,47,0
TXN112710,4760.74,21,Thu,utilities,3.42,0,0,13,0
TXN112711,649.42,12,Sat,restaurant,8.64,0,0,57,0
TXN112712,4900.12,19,Thu,online_shopping,24.78,0,0,106,0
TXN112713,1348.73,12,Fri,restaurant,1.88,0,0,44,0
TXN112714,529.38,13,Tue,online_shopping,1.85,0,0,115,0
TXN112715,2232.53,16,Fri,grocery,4.91,0,0,51,0
TXN112716,930.07,10,Wed,grocery,3.99,2,0,11,0
TXN112717,1067.25,15,Wed,grocery,18.73,0,0,85,0
TXN112718,339.36,16,Thu,online_shopping,15.47,0,0,91,0
TXN112719,3433.93,10,Sun,fuel,16.01,1,0,12,0
TXN112720,1927.51,11,Wed,atm,1.32,1,0,23,0
TXN112721,2916.5,14,Sun,fuel,4.16,1,0,44,0
TXN112722,1142.13,21,Sun,utilities,10.92,0,0,36,0
TXN112723,400.68,11,Sat,utilities,0.21,1,0,40,0
TXN112724,2319.22,17,Mon,grocery,11.51,1,0,33,0
TXN112725,686.22,9,Fri,grocery,2.02,1,0,27,0
TXN112726,3382.82,9,Tue,atm,2.94,0,0,12,0
TXN112727,1783.61,8,Sun,healthcare,6.02,0,0,96,0
TXN112728,1221.5,8,Sun,fuel,4.04,1,0,115,0
TXN112729,1303.22,10,Sat,restaurant,9.35,1,0,63,0
TXN112730,923.25,17,Sun,online_shopping,13.13,0,0,78,0
TXN112731,1603.61,20,Fri,grocery,12.5,2,0,81,0
TXN112732,1528.56,14,Fri,grocery,4.82,0,0,39,0
TXN112733,1527.04,10,Fri,online_shopping,5.1,1,0,13,0
TXN112734,1392.47,12,Thu,online_shopping,3.53,1,0,35,0
TXN112735,597.01,17,Tue,online_shopping,11.67,1,0,74,0
TXN112736,1308.33,15,Sun,utilities,2.02,0,0,8,0
TXN112737,599.9,13,Thu,grocery,4.08,0,0,36,0
TXN112738,693.59,18,Tue,grocery,9.18,1,0,11,0
TXN112739,531.74,11,Sun,online_shopping,2.16,0,0,34,0
TXN112740,1180.38,14,Fri,online_shopping,7.12,1,0,64,0
TXN112741,844.27,9,Sat,travel,17.69,0,0,23,0
TXN112742,1570.33,18,Sat,online_shopping,10.46,1,0,34,0
TXN112743,1055.02,14,Wed,utilities,15.77,0,0,44,0
TXN112744,3161.62,20,Fri,fuel,41.12,0,0,106,0
TXN112745,2281.46,9,Fri,utilities,1.64,0,0,84,0
TXN112746,2331.68,18,Fri,fuel,1.97,0,0,27,0
TXN112747,1685.28,13,Thu,fuel,16.12,1,1,77,0
TXN112748,2255.73,13,Tue,online_shopping,1.88,0,0,61,0
TXN112749,1055.23,19,Mon,online_shopping,5.94,1,0,84,0
TXN112750,3223.07,12,Tue,utilities,0.05,0,0,31,0
TXN112751,1014.57,13,Wed,grocery,0.92,0,0,9,0
TXN112752,1838.44,16,Thu,atm,16.94,2,0,82,0
TXN112753,806.66,15,Sun,healthcare,9.46,0,0,44,0
TXN112754,2956.38,16,Wed,atm,0.42,1,0,33,0
TXN112755,1775.59,19,Sat,grocery,14.58,0,0,31,0
TXN112756,1389.13,9,Sun,online_shopping,4.56,0,0,92,0
TXN112757,631.34,9,Thu,fuel,1.6,1,0,110,0
TXN112758,1699.0,18,Thu,fuel,11.68,1,0,69,0
TXN112759,1650.86,11,Sun,travel,11.03,0,0,48,0
TXN112760,1211.43,18,Wed,grocery,28.99,0,0,75,0
TXN112761,1708.26,21,Sun,grocery,6.72,2,0,8,0
TXN112762,1305.86,11,Mon,travel,16.82,2,0,49,0
TXN112763,2971.77,20,Mon,fuel,5.99,0,0,108,0
TXN112764,986.57,16,Sat,healthcare,8.11,0,0,60,0
TXN112765,1475.3,14,Thu,restaurant,1.31,0,0,24,0
TXN112766,994.53,9,Thu,atm,17.12,0,0,49,0
TXN112767,1002.17,14,Fri,grocery,8.17,0,0,91,0
TXN112768,385.63,19,Sun,online_shopping,4.17,2,0,66,0
TXN112769,709.88,17,Sat,fuel,17.7,1,0,45,0
TXN112770,682.52,11,Wed,restaurant,15.52,0,0,98,0
TXN112771,2216.02,14,Sat,online_shopping,13.46,0,0,26,0
TXN112772,2555.34,23,Fri,online_shopping,218.38,6,1,35,1
TXN112773,685.38,10,Thu,restaurant,15.03,1,0,85,0
TXN112774,2512.8,8,Sun,travel,4.39,1,0,38,0
TXN112775,4502.99,20,Wed,grocery,2.31,0,0,68,0
TXN112776,2194.79,14,Mon,restaurant,36.0,2,0,118,0
TXN112777,2161.24,14,Sat,travel,6.75,1,0,9,0
TXN112778,2969.08,20,Sat,restaurant,1.94,0,0,94,0
TXN112779,965.12,14,Sun,fuel,3.28,1,0,112,0
TXN112780,1621.87,10,Mon,grocery,0.87,0,0,108,0
TXN112781,830.65,15,Thu,utilities,3.01,1,0,102,0
TXN112782,1668.8,10,Sat,grocery,1.39,1,0,92,0
TXN112783,743.03,14,Sun,fuel,3.92,2,0,68,0
TXN112784,1332.17,19,Wed,fuel,0.28,0,0,66,0
TXN112785,1453.75,12,Wed,restaurant,9.4,0,0,17,0
TXN112786,2021.47,11,Tue,grocery,1.06,0,0,62,0
TXN112787,2997.28,18,Mon,utilities,0.65,0,0,81,0
TXN112788,737.96,12,Wed,online_shopping,2.06,1,0,13,0
TXN112789,1450.35,13,Thu,grocery,9.39,1,0,102,0
TXN112790,2513.32,8,Tue,grocery,10.51,1,0,36,0
TXN112791,1620.27,20,Tue,fuel,0.17,0,0,46,0
TXN112792,1524.65,16,Mon,grocery,7.69,1,0,100,0
TXN112793,1713.88,19,Sun,travel,6.63,0,0,68,0
TXN112794,2722.46,11,Sun,fuel,11.55,0,0,78,0
TXN112795,813.16,13,Thu,grocery,6.32,0,0,30,0
TXN112796,1059.49,17,Sat,grocery,3.04,0,0,104,0
TXN112797,4527.36,12,Wed,fuel,3.81,0,0,58,0
TXN112798,2272.46,15,Thu,utilities,38.29,1,0,30,0
TXN112799,2397.41,19,Wed,grocery,11.4,0,0,65,0
TXN112800,468.37,11,Fri,online_shopping,41.73,0,0,90,0
TXN112801,865.19,9,Thu,atm,10.75,1,0,16,0
TXN112802,715.15,21,Sat,grocery,1.76,0,0,73,0
TXN112803,180.57,11,Fri,healthcare,4.52,0,0,23,0
TXN112804,550.04,10,Fri,restaurant,20.6,0,0,56,0
TXN112805,928.07,20,Mon,atm,12.44,0,0,19,0
TXN112806,1723.1,18,Tue,fuel,2.56,0,0,113,0
TXN112807,1479.16,9,Mon,healthcare,4.18,0,0,83,0
TXN112808,1580.54,16,Mon,atm,3.16,1,0,105,0
TXN112809,3831.33,21,Fri,utilities,11.04,0,0,37,0
TXN112810,1031.02,13,Mon,utilities,7.01,1,0,104,0
TXN112811,272.85,9,Tue,grocery,5.53,0,0,51,0
TXN112812,889.26,13,Sun,grocery,2.41,0,0,39,0
TXN112813,1189.93,17,Tue,grocery,8.44,0,0,6,0
TXN112814,1041.08,20,Sun,utilities,4.08,0,0,9,0
TXN112815,828.31,9,Wed,travel,5.0,0,0,16,0
TXN112816,4712.61,10,Thu,online_shopping,1.39,0,0,62,0
TXN112817,2920.74,17,Sun,online_shopping,11.2,1,0,21,0
TXN112818,739.82,9,Wed,grocery,2.65,0,0,23,0
TXN112819,723.82,19,Mon,utilities,15.19,0,0,84,0
TXN112820,471.31,21,Thu,grocery,10.38,0,0,26,0
TXN112821,745.87,15,Sun,restaurant,14.82,0,0,22,0
TXN112822,1370.39,20,Wed,grocery,4.93,0,0,6,0
TXN112823,2497.82,18,Sun,grocery,3.39,0,0,53,0
TXN112824,4735.86,20,Thu,restaurant,3.74,1,0,58,0
TXN112825,397.28,15,Thu,grocery,3.66,0,0,71,0
TXN112826,635.59,17,Tue,fuel,2.99,0,0,99,0
TXN112827,667.63,13,Thu,atm,1.08,0,0,17,0
TXN112828,1680.92,12,Thu,utilities,11.89,1,0,73,0
TXN112829,3262.03,20,Tue,travel,3.03,1,0,31,0
TXN112830,1757.65,13,Sat,online_shopping,1.76,1,0,55,0
TXN112831,322.89,16,Wed,grocery,11.5,0,1,70,0
TXN112832,1282.31,16,Tue,online_shopping,2.58,1,0,33,0
TXN112833,1236.14,13,Wed,grocery,1.01,2,0,36,0
TXN112834,867.87,12,Fri,grocery,3.5,0,0,92,0
TXN112835,3301.13,13,Sun,atm,15.69,0,0,82,0
TXN112836,1152.41,8,Fri,online_shopping,11.46,0,0,42,0
TXN112837,498.85,13,Sun,online_shopping,1.95,0,0,14,0
TXN112838,1644.23,11,Thu,online_shopping,2.31,0,0,78,0
TXN112839,796.18,18,Tue,utilities,2.75,0,0,17,0
TXN112840,1358.95,8,Tue,grocery,19.42,0,0,119,0
TXN112841,1962.4,20,Tue,utilities,5.56,0,0,55,0
TXN112842,1126.31,17,Tue,utilities,0.11,1,1,27,0
TXN112843,666.24,11,Mon,grocery,5.66,0,0,39,0
TXN112844,1656.32,11,Sun,online_shopping,3.97,0,0,70,0
TXN112845,1648.15,16,Mon,restaurant,11.55,1,0,20,0
TXN112846,1714.63,17,Tue,restaurant,1.49,0,0,17,0
TXN112847,1141.27,21,Fri,grocery,4.2,0,0,14,0
TXN112848,774.37,19,Sun,fuel,4.03,1,0,110,0
TXN112849,3137.33,17,Thu,online_shopping,1.02,1,0,14,0
TXN112850,991.75,9,Tue,restaurant,0.51,1,0,6,0
TXN112851,4375.09,12,Sat,grocery,2.22,0,0,105,0
TXN112852,580.09,15,Thu,grocery,15.06,0,0,115,0
TXN112853,4176.96,16,Fri,online_shopping,1.0,0,0,34,0
TXN112854,330.55,19,Sat,online_shopping,0.04,0,0,59,0
TXN112855,1520.81,10,Thu,healthcare,3.9,0,0,14,0
TXN112856,1607.55,8,Mon,restaurant,0.54,0,0,43,0
TXN112857,1280.33,17,Mon,utilities,2.37,0,0,15,0
TXN112858,1176.4,20,Sat,restaurant,2.33,2,0,38,0
TXN112859,2271.22,19,Fri,fuel,12.7,1,0,59,0
TXN112860,1242.54,9,Thu,restaurant,5.47,1,0,71,0
TXN112861,1117.09,9,Sat,restaurant,11.76,0,0,117,0
TXN112862,2712.43,9,Thu,travel,1.43,1,0,114,0
TXN112863,1816.29,19,Sat,restaurant,32.12,0,0,118,0
TXN112864,1610.88,8,Tue,restaurant,3.23,2,0,15,0
TXN112865,1661.87,16,Wed,online_shopping,0.77,0,0,96,0
TXN112866,3251.5,15,Tue,online_shopping,7.08,0,0,9,0
TXN112867,1196.66,19,Sat,restaurant,2.02,0,0,75,0
TXN112868,1042.68,20,Sun,travel,1.63,0,0,92,0
TXN112869,751.93,17,Sun,online_shopping,4.44,0,1,47,0
TXN112870,7766.62,8,Sun,restaurant,1.35,0,0,106,0
TXN112871,2180.75,18,Fri,grocery,24.84,0,0,56,0
TXN112872,1769.73,9,Tue,online_shopping,4.12,0,0,67,0
TXN112873,889.3,15,Mon,grocery,7.05,0,0,81,0
TXN112874,2417.42,16,Fri,utilities,2.65,0,0,20,0
TXN112875,2522.93,13,Mon,grocery,7.83,1,0,116,0
TXN112876,1926.56,18,Tue,atm,5.58,0,0,115,0
TXN112877,586.02,14,Mon,online_shopping,8.72,0,0,79,0
TXN112878,879.13,18,Tue,grocery,22.16,1,0,58,0
TXN112879,572.91,10,Sun,online_shopping,3.81,1,0,42,0
TXN112880,1765.81,8,Fri,online_shopping,3.04,1,0,44,0
TXN112881,1678.39,9,Wed,restaurant,8.72,0,0,100,0
TXN112882,4129.88,17,Fri,restaurant,13.76,0,0,104,0
TXN112883,991.88,21,Wed,online_shopping,9.07,0,0,45,0
TXN112884,2311.19,12,Tue,atm,3.32,0,0,52,0
TXN112885,2429.29,19,Sat,grocery,17.38,0,0,101,0
TXN112886,1531.63,9,Sun,atm,9.97,0,0,87,0
TXN112887,495.38,11,Mon,online_shopping,1.77,0,0,98,0
TXN112888,1076.43,8,Mon,online_shopping,26.08,1,0,100,0
TXN112889,766.32,19,Sat,online_shopping,4.06,1,0,15,0
TXN112890,1276.22,12,Fri,travel,4.06,2,0,46,0
TXN112891,939.34,19,Sun,grocery,19.16,0,0,48,0
TXN112892,1917.47,10,Fri,grocery,11.95,0,0,69,0
TXN112893,1519.69,19,Fri,grocery,0.68,0,0,78,0
TXN112894,1048.53,21,Thu,fuel,2.34,0,0,40,0
TXN112895,1992.51,10,Wed,restaurant,0.19,1,0,74,0
TXN112896,1297.84,17,Wed,online_shopping,27.62,1,0,99,0
TXN112897,6724.25,9,Thu,fuel,11.67,2,0,116,0
TXN112898,957.95,14,Sat,online_shopping,0.55,0,0,95,0
TXN112899,691.14,10,Sat,fuel,10.02,0,0,110,0
TXN112900,3264.32,13,Thu,grocery,28.22,0,0,80,0
TXN112901,558.39,20,Fri,online_shopping,13.94,0,0,74,0
TXN112902,1251.95,15,Sun,restaurant,3.19,1,0,31,0
TXN112903,373.92,20,Wed,healthcare,0.77,0,0,61,0
TXN112904,1474.12,12,Mon,online_shopping,0.22,1,0,54,0
TXN112905,3854.97,18,Mon,fuel,8.45,1,0,44,0
TXN112906,2054.95,8,Wed,restaurant,0.52,0,0,84,0
TXN112907,2254.9,14,Tue,utilities,2.72,1,0,58,0
TXN112908,2505.13,21,Sun,online_shopping,1.93,1,0,76,0
TXN112909,1145.64,8,Thu,travel,4.48,2,0,70,0
TXN112910,4435.64,21,Wed,travel,7.47,0,0,60,0
TXN112911,988.97,10,Fri,online_shopping,2.2,2,0,14,0
TXN112912,873.0,16,Wed,online_shopping,4.32,0,0,29,0
TXN112913,1658.69,20,Fri,utilities,3.48,0,0,48,0
TXN112914,894.09,19,Sun,restaurant,8.62,0,0,102,0
TXN112915,6898.15,19,Wed,grocery,6.36,1,0,46,0
TXN112916,34707.22,20,Wed,fuel,4.39,2,0,9,0
TXN112917,1016.97,18,Sat,utilities,0.38,0,1,40,0
TXN112918,1696.38,21,Thu,online_shopping,1.41,1,1,93,0
TXN112919,3769.5,11,Sun,travel,1.09,0,0,20,0
TXN112920,1173.44,14,Thu,online_shopping,9.99,0,0,6,0
TXN112921,276.31,21,Wed,travel,5.38,0,0,52,0
TXN112922,844.45,20,Thu,restaurant,8.11,1,0,80,0
TXN112923,1496.54,19,Thu,fuel,3.43,1,0,38,0
TXN112924,1359.06,18,Mon,online_shopping,12.57,0,0,31,0
TXN112925,771.59,10,Fri,grocery,2.85,1,0,80,0
TXN112926,1917.69,8,Wed,online_shopping,18.17,2,0,52,0
TXN112927,1142.5,15,Thu,travel,17.42,1,0,84,0
TXN112928,2658.56,20,Fri,fuel,21.32,1,0,30,0
TXN112929,556.51,20,Mon,atm,2.91,2,0,108,0
TXN112930,329.68,21,Thu,grocery,11.66,0,0,119,0
TXN112931,863.56,12,Mon,online_shopping,5.08,0,0,112,0
TXN112932,335.42,20,Thu,atm,8.23,1,0,48,0
TXN112933,858.01,10,Sun,fuel,3.48,0,0,45,0
TXN112934,2417.14,19,Thu,grocery,15.68,0,0,70,0
TXN112935,1815.78,15,Sun,travel,3.05,0,0,60,0
TXN112936,2016.49,11,Mon,healthcare,10.24,1,1,55,0
TXN112937,498.71,8,Sun,fuel,6.87,0,0,56,0
TXN112938,3329.76,9,Fri,restaurant,0.73,0,0,14,0
TXN112939,1057.73,12,Mon,atm,0.33,1,0,117,0
TXN112940,1420.71,19,Tue,fuel,0.15,0,0,20,0
TXN112941,1446.83,15,Wed,fuel,14.25,0,0,65,0
TXN112942,503.76,9,Sun,restaurant,1.47,1,0,101,0
TXN112943,1665.53,18,Sun,restaurant,13.96,1,0,116,0
TXN112944,1269.27,18,Wed,utilities,7.72,0,0,18,0
TXN112945,2509.65,19,Sun,online_shopping,45.25,0,0,11,0
TXN112946,2096.22,17,Tue,online_shopping,1.5,2,0,80,0
TXN112947,2315.4,19,Sat,healthcare,1.0,1,0,29,0
TXN112948,3987.48,21,Wed,travel,1.26,0,0,33,0
TXN112949,2192.4,19,Sun,healthcare,8.57,0,0,20,0
TXN112950,585.41,8,Sun,online_shopping,8.95,0,0,29,0
TXN112951,1992.24,15,Wed,utilities,1.47,0,0,100,0
TXN112952,1037.95,14,Fri,online_shopping,7.21,0,0,57,0
TXN112953,1137.29,17,Wed,utilities,19.82,1,0,27,0
TXN112954,1831.85,10,Thu,restaurant,10.5,0,0,81,0
TXN112955,1013.0,20,Fri,utilities,4.13,1,0,81,0
TXN112956,1454.96,14,Sat,restaurant,0.31,0,0,104,0
TXN112957,2291.38,14,Wed,fuel,4.66,0,0,106,0
TXN112958,3679.97,11,Thu,grocery,6.6,0,0,30,0
TXN112959,1456.63,20,Mon,atm,7.33,0,0,90,0
TXN112960,1759.46,16,Wed,utilities,6.32,1,0,10,0
TXN112961,493.76,21,Fri,healthcare,8.2,0,0,69,0
TXN112962,1322.42,18,Thu,grocery,30.57,0,0,107,0
TXN112963,924.29,13,Mon,grocery,12.68,0,0,51,0
TXN112964,1311.21,12,Wed,grocery,5.51,1,0,80,0
TXN112965,1274.58,14,Mon,online_shopping,3.08,0,0,52,0
TXN112966,1997.49,19,Wed,utilities,16.55,2,0,32,0
TXN112967,1253.06,19,Mon,online_shopping,6.98,1,0,47,0
TXN112968,1565.63,20,Thu,healthcare,14.6,1,0,58,0
TXN112969,538.43,17,Sun,grocery,4.49,0,0,62,0
TXN112970,1969.15,15,Sat,grocery,10.49,1,0,109,0
TXN112971,3413.76,11,Wed,online_shopping,5.29,0,0,17,0
TXN112972,1380.41,17,Tue,utilities,3.22,0,0,62,0
TXN112973,582.95,8,Sun,grocery,7.16,0,0,74,0
TXN112974,470.15,21,Tue,grocery,1.15,0,0,79,0
TXN112975,1031.69,18,Tue,online_shopping,4.0,0,0,83,0
TXN112976,6679.64,11,Sat,utilities,8.52,0,0,10,0
TXN112977,1024.76,18,Tue,fuel,8.95,0,0,104,0
TXN112978,824.67,10,Thu,restaurant,0.79,0,0,51,0
TXN112979,488.29,19,Wed,atm,7.6,0,0,95,0
TXN112980,2128.58,11,Tue,online_shopping,7.74,1,0,49,0
TXN112981,1081.0,16,Sun,healthcare,2.93,0,0,21,0
TXN112982,245.8,15,Sun,grocery,8.56,0,0,11,0
TXN112983,662.25,14,Tue,travel,2.94,0,0,106,0
TXN112984,2287.8,8,Tue,restaurant,5.32,0,0,85,0
TXN112985,2254.01,18,Wed,grocery,0.04,0,0,20,0
TXN112986,4443.02,14,Wed,grocery,6.44,2,0,11,0
TXN112987,572.88,13,Tue,restaurant,0.39,0,0,47,0
TXN112988,937.3,18,Wed,fuel,0.79,0,0,18,0
TXN112989,2738.46,13,Sat,grocery,21.01,0,0,62,0
TXN112990,2685.6,17,Fri,utilities,26.49,0,0,58,0
TXN112991,3206.43,15,Mon,grocery,0.31,0,0,44,0
TXN112992,1075.57,17,Wed,atm,21.79,0,0,14,0
TXN112993,1100.82,9,Mon,utilities,0.61,0,0,118,0
TXN112994,1331.56,9,Mon,utilities,4.85,0,0,41,0
TXN112995,2048.21,17,Mon,online_shopping,27.38,0,0,42,0
TXN112996,1998.14,19,Mon,atm,3.86,1,0,62,0
TXN112997,433.25,21,Sun,grocery,1.86,0,0,99,0
TXN112998,1678.41,12,Mon,fuel,5.04,1,0,54,0
TXN112999,689.08,13,Thu,online_shopping,1.71,0,0,94,0
TXN113000,1396.27,8,Mon,restaurant,16.15,1,0,21,0
TXN113001,1114.35,13,Wed,restaurant,1.51,0,0,50,0
TXN113002,1014.07,21,Mon,grocery,15.03,3,0,90,0
TXN113003,1803.56,18,Sat,online_shopping,2.34,0,0,45,0
TXN113004,1846.41,20,Tue,fuel,1.82,0,0,80,0
